页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目,总类别
24,4.30087E+15,新浪福建旅游,2018/10/30 17:17,温泉，是深秋里的一场温暖盛宴。你怎能错过？本周日，#清流温泉浴乐汇#?即将在三明清流盛大启幕啦！除了泡温泉、山水实景太极&amp;瑜伽秀、千人拼图创纪录、千人锗泉养生宴，还有毛泽东旧居、中华桂花园、灵台山等景点等着大家哟~ 11月4日，我们不见不散。 #悠然三明四季行# ,2,2,4,,,,,,,
24,4.29983E+15,陕西青年文博志愿者联合会,2018/10/27 20:19,#第七批陕西省文物保护单位#【王窑毛泽东旧居】名称：王窑毛泽东旧居时代：1936年地址：延安市安塞区招安镇王窑村第七批陕西省文物保护单位保护范围及建设控制地带：A区：东至旧址本体外扩20米，南至旧址本体外扩40米，西至刘志军窑洞东墙，北至垴畔山山顶。 B区：东、北至A区外扩30米，南至A区外扩10米，西至A区外扩20米。,1,0,0,,,,,,,
24,4.29932E+15,甘肃交通广播,2018/10/26 10:33,10月25日——29日，首届甘肃省革命纪念馆馆际交流联展在兰州市七里河区百合公园展出。包括甘肃工委纪念馆、天水大革命历史纪念馆、界石铺红军长征毛泽东旧居纪念馆、山丹艾黎纪念馆等来自全省各地市州的15家革命历史纪念馆集中展示甘肃丰厚的革命文化和丰富的红色文化旅游资源，期间还有讲解员现场免费为市民提供讲解。（交广记者 郑雪）,0,0,2,,,,,,,
24,4.29931E+15,延安市文化和旅游局,2018/10/26 10:06,#红色旅游进校园# 南泥湾是中国军垦事业的发祥地，是南泥湾精神的诞生地。可供参观的有当年开垦的大片梯田、南泥湾大生产运动展览馆、毛泽东视察南泥湾时的旧居、九龙泉和烈士纪念碑。其中南泥湾大生产运动展览馆通过实物、图片详细介绍了当年南泥湾大生产运动的经过。#旅游让生活更美好[超话]# ,1,1,1,,,,,,,
25,4.29541E+15,三明日报,2018/10/15 15:24,#三明新闻# 【清流毛泽东旧居再添省级荣誉】10月11日，“全省离退休干部党员传承红色基因教育基地”揭牌仪式在清流县林畲乡毛泽东旧居举行。清流毛泽东旧居位于林畲乡林畲村塘堀组，堂名“诒燕第”，系邱氏祖屋，始建于清光绪三年，为两进三厅土木结构建筑，占地面积1386平方米，是福建省内保存最完好的毛泽东旧居。清流毛泽东旧居再添省级荣誉 第A1版:要闻 20181015期 三明日报弘扬民族精神、奋斗精神#,1,0,0,,,,,,,
25,4.29533E+15,三明网微博,2018/10/15 10:06,【清流毛泽东旧居再添省级荣誉】10月11日，“全省离退休干部党员传承红色基因教育基地”揭牌仪式在清流县林畲乡毛泽东旧居举行。　　清流毛泽东旧居作为全省十三个、三明市唯一一个全省离退休干部党员传承红色基因教育基地，对离退休党员干部接受革命传统教育和理想信念教育将起到积极作用。　　清流毛泽东旧居位于林畲乡林畲村塘堀组，堂名“诒燕第”，系邱氏祖屋，始建于清光绪三年，为两进三厅土木结构建筑，占地面积1386平方米，是福建省内保存最完好的毛泽东旧居。1983年被列为首批省级文物保护单位，1997年被列为市级爱国主义教育基地，2008年被列为省级国防教育基地，2009年被列为省级重点文物保护单位，2012年所在村被列为三明市首批中央红军村，2016年被列为市级首批研学旅行示范基地。　　为充分发挥好以清流毛泽东旧居为首的红色遗址群和首批“中央红军村”林畲村的资源优势，林畲乡政府积极构建林畲红色文化共享空间，推出精品党性教育一条线，旨在打响林畲红色教育基地知名度，即以毛泽东旧居为首的红色文化、以桂花为特色的廉政内涵、以监狱为背景的警示教育，以此推动全乡旅游产业发展，助力乡村振兴。（巫建辉 吴火招）,0,0,2,,,,,,,
26,4.2718E+15,三明学院团委,2018/8/11 12:16,#团团知校园# 【青年红色筑梦之旅——清流行】7月17日，我校组织设计服务三农等创业团队18名学生赴清流开展“青年红色筑梦之旅”暑期社会实践活动#青春三下乡# 当地红色文化讲解员带领同学们参观了毛泽东旧居，爱国主义教育基地，党史教育基地同学们还参加了青山村关于“双创”红色筑梦之旅座谈交流会，高赖村花卉种植基地，下窠村食用菌种植基地@共青团中央学校部,3,0,0,,,,,,,
26,4.27107E+15,共青团重庆大学委员会,2018/8/9 11:31,#青春三下乡##井冈情·中国梦#8月8日，重庆大学“寻梦井冈”之“拾遗者”社会实践团来到井冈山大井朱毛旧居参加现场教学。大家共同参观毛泽东、朱德、彭德怀等人故居，了解革命先烈们的艰辛与坚守，大家仿佛身临其境，走进了那段难以忘记的峥嵘岁月。@共青团中央学校部 @重庆共青团 @团中央井冈山教育基地 @重庆大学,1,0,1,,,,,,,
26,4.26813E+15,延安发布,2018/8/1 9:13,7月30日，记者从延安革命纪念地管理局获悉，日前省政府正式公布了陕西省第七批省文物保护单位名单，我市共有128处上榜。至此，我市省级文物保护单位总数达217处。据介绍，此次公布的第七批省文物保护单位名单中，位于延安的共有张思德牺牲纪念地、真武洞毛泽东旧居、延安县委县政府旧址、金盆湾八路军三五九旅旅部旧址、王皮湾新华广播电台播音室旧址、蟠龙战役战地医院旧址等128处。第七批陕西省文物保护单位申报工作于2017年2月启动，最终遴选出第七批陕西省文物保护单位286处，我市共有128处，全省各地市总数量最多。第七批省级文物保护单位的遴选中：延安县委县政府旧址、张思德牺牲纪念地、王世泰故居等革命文物占此次公布的省文物保护单位总数的55%；富县白骨塔、下北赤塔等新型文化遗产入选，体现了我市文化遗产保护领域发展变化的新理念；石堡寨、宜川城墙遗址、中山堡址等大量文化遗产，囊括了近年来我市考古发掘、文物调查和科学研究的新成果。,0,0,0,,,,,,,
26,4.26577E+15,甘泉宣传,2018/7/25 20:56,#下寺湾毛泽东旧居# ,0,0,0,,,,,,,
26,4.26209E+15,龙岩学院团委,2018/7/15 17:10,"#龙岩学院中共党史读书社# 【龙岩学院中共党史读书社“ 传承红色基因,展现青年担当，唱响时代旋律”实践队】今天下午，经过一段曲折的山路，我们来到了毛泽东的旧居---泽东楼，在“泽东楼”前，一面鲜艳的五星红旗高高地飘扬，这象征着在长期的革命战争中，以“泽东楼”为中心的基点村群众始终坚贞不屈、红旗不倒。当地的叔叔热心地为我们讲解了荷凹头革命史与“泽东楼”。在参观完泽东楼，经过崎岖不平的山路我们来到了另一边的山头，登上山顶竟有一种“一览众山小”的感觉，据当地的叔叔介绍，这里曾经过沐浴过战火，为纪念本次战役胜利，所以将这里的亭子叫做“胜利亭”，学习和传承红色文化，我们义不容辞！",2,0,4,,,,,,,
26,4.25801E+15,大成武昌,2018/7/4 10:28,#武昌城事#【“武汉荣光”红色旅游线路推出啦】线路2——红色宝藏。武汉革命博物馆是国内最为集中的红色文化资源聚集地之一，堪称“红色宝藏”，是追寻毛泽东同志领导中国农民运动以及了解党史的重要节点。中央农民运动讲习所旧址纪念馆—毛泽东旧居—中共五大会址纪念馆—武昌廉政文化公园—中国共产党纪律建设陈列馆（在建）武汉革命博物馆位于武昌红巷13号，由毛泽东同志主办的中央农民运动讲习所旧址纪念馆、毛泽东旧居纪念馆、中共五大会址暨陈潭秋烈士纪念馆等红色景点合并组成。中央农民运动讲习所旧址纪念馆（见红色经典线路简介）。毛泽东同志旧居（见红色经典线路简介）。中共五大会址纪念馆位于都府堤20号，1927年4月27日至5月9日，中国共产党第五次全国代表大会在此召开。武昌廉政文化公园，与中共五大会址纪念馆对门，是武汉市反腐倡廉的教育基地。中国共产党纪律建设陈列馆毗邻中共五大会址纪念馆，馆内陈列1921年中国共产党成立至十九大以来中国共产党持续加强纪律建设内容，是国内首个专题展示中国共产党纪律建设的陈列馆。,0,0,0,,,,,,,
28,4.25623E+15,榆林高交陕蒙大队,2018/6/29 12:42,#平安365# 为了更好的开展党员活动，隆重纪念建党97周年，6月29日上午，高交陕蒙中队组织全体党员干警参观了靖边县小河革命旧址，追寻革命先辈的光辉足迹，接受红色革命熏陶，弘扬爱国主义精神。活动中，大家先后参观了小河会议伟人塑像、小河会议旧址、毛泽东、周恩来等11位革命家旧居、旮旯沟会议旧址、新华社旧址。通过参观学习，大家不仅感受到小河会议精神的伟大，更感受到了党的先进性建设意义重大。通过缅怀革命先烈，更加珍惜今天来之不易的幸福生活。大家纷纷表示，在今后的工作中，要大力弘扬小河会议精神，加倍努力做好本职工作。@榆林交警 @榆林公安,0,1,0,,,,,,,
28,4.25376E+15,廉洁上海,2018/6/22 17:00,【上海红色之旅?静安区：上海毛泽东旧居】上海毛泽东旧居是上海市文物保护单位、上海市爱国主义教育基地。上海毛泽东旧居位于繁华的南京西路的&quot;后街&quot;茂名北路上，为砖木结构的石库门民居。这是毛泽东在上海住的时间最长的一处居所，更是他和杨开慧一起开展革命活动的一个住所。网页链接 ,3,1,5,,,,,,,
28,4.23274E+15,湖北高院,2018/4/25 16:57,头条文章【省法院组织党员干部参观中共五大会址纪念馆、毛泽东旧居和武昌农民运动讲习所旧址】 （文字：管琳 肖阳  图片：曹波） ,0,0,1,,,,,,,
29,4.192E+15,长三角之声,2018/1/3 6:52,【#上海毛泽东旧居陈列馆#重新开放】在闭馆修缮近两年后，位于茂名北路120弄甲秀里内的上海毛泽东旧居陈列馆，昨天重新对公众开放，前来参观的市民络绎不绝。陈列馆新增了大量展品与史料，重点展示了毛泽东同志新民主主义时期在上海的活动足迹。 ,2,0,3,,,,,,,
29,4.19188E+15,凤凰卫视欧洲台,2018/1/2 23:07,上海毛泽东旧居重开 上海毛泽东旧居重开，游客谈起泪目 ,1,2,9,,,,,,,
29,4.19149E+15,四月网,2018/1/1 20:58,【上海毛泽东旧居陈列馆明天重开 部分展品首次展出】甲秀里，位于上海茂名北路120弄，是有100多年历史的老式石库门。 一进弄堂门，映入眼帘是一座毛泽东与杨开慧以及年幼的岸英、岸青一家四口的雕像，雕像四周摆满居民自发献上的花束。1924年6月到12月，毛泽东携夫人杨开慧与岳母及孩子来到上海，寓居于甲秀里，这里是毛泽东一生中在上海居住时间最长的地方。（解放日报）......网页链接,16,9,32,,,,,,,
29,4.18446E+15,陕西省文化和旅游厅,2017/12/13 11:38,#延安情延安行经典旅游进校园##红色旅游进校园#  中国抗日红军大学旧址，位于志丹县城南端桥沟口。依红石崖而凿教室、岗哨、办公窑，地势峭拔隐蔽，令人叹为观止，亦能防空。现存有原校长-、教育长罗瑞卿等人的旧居和大杨树下的“露天讲堂”。红大第一期学员在这时学习，人数达1063人。毛泽东曾给学员讲课。via：@西安秋水依然,4,2,5,,,,,,,
29,4.1791E+15,福建东南网,2017/11/28 16:30,【三明公布首批红色文化遗址名录 共60处91个点】据介绍，首批红色文化遗址名录按照文物保护等级、需抢救保护急缓、史料价值轻重等，分为3个等级，其中一级5处11个点，分别为建宁县红一方面军总政治部旧址暨周恩来旧居，红一方面军总前委总司令部旧址暨毛泽东、朱德旧居，宁化县红军街、五通庙、红军井、红军看病所，清流县毛泽东旧居、红军医院、红军夜校，永安市少共国际师指挥部旧址，泰宁县红一方面军司令部、红军总部旧址暨朱德、周恩来旧居等。二级21处35个点，三级34处45个点。三明公布首批红色文化遗址名录 共60处91个点,1,0,2,,,,,,,
30,4.02229E+15,人民论坛,2016/9/21 23:19,#长征路上奔小康##筑梦长征路#【话说界石铺】甘肃省平凉市静宁县界石铺，工农红军长征时期曾3次经过，又是红一、二、四方面军，三大主力红军会师部队联络的重要枢纽和纵横穿插的通道，毛泽东旧居纪念馆就在界石铺镇继红村。如今这里的村民生活的怎样？记者走访了76岁的裴斌有老人。他和老伴都享受着政府给的低保。老伴有肺气肿病，一年需花医药费七、八千元，享受着医保，自家还掏不了2000元，有了困难政府全包。老两口日子过的很满足：“共产党打的天下不容易，知足常乐！”（人民论坛网 艾秀廷）,7,1,11,,,,,,,
30,3.85686E+15,上海静安香格里拉,2015/6/23 11:19,#毛泽东故居#位于静安区安义路63号的毛泽东旧居在修缮后，对公众免费开放。1920年，毛泽东在这里居住了两个月。在此期间，他发起成立了“湖南改造促成会”，列席了著名的“半淞园会议”，并多次拜访当时正在与共产国际代表酝酿建党的陈独秀。阅读详情毛泽东故居 | Former Residence of Mao Zedong ,2,2,3,,,,,,,
30,3.85656E+15,清涧公安,2015/6/22 15:57,#路况信息#今天是端午佳节第三天，城区道路通畅，社会治安良好，境内210国道、205省道及县乡道路畅通全线畅通。路遥纪念馆、枣林则沟毛泽东旧居、笔架山生态园、黄河母亲、白草寺庙会群等旅游景点客流量不大，秩序良好，道路通畅。@榆林公安 ,0,0,0,,,,,,,
30,3.85583E+15,延安青年,2015/6/20 15:40,#圣地延安# 当年这里的军委机关有秘书厅（后改为办公厅）、作战部、高参室、外事组、作战研究室、资料室、总务处、通讯处等；总部机关有总参谋部、总政治部等。对外开放的有军委礼堂，政治部会议室，军委会议室，毛泽东、朱德、彭德怀旧居等。 ,1,1,0,,,,,,,
30,3.85442E+15,人民画报,2015/6/16 17:50,武汉革命博物馆坐落于武汉长江大桥与户部巷之间，在417米长的都府堤街上，辖有中央农民运动讲习所旧址、武昌毛泽东旧居、中共五大会址、陈潭秋早期革命活动旧址等。在这里，有一群锐意创新的文博人，他们尝试用“新的视角，突破旧有模式”，让红色经典在保持原真的基础上更彰显引力，吸引人们前来。 ,3,0,1,,,,,,,
30,3.85438E+15,甘泉县文物旅游,2015/6/16 15:27,6.13绿色休闲甘泉游活动圆满结束了，游客分别参观了下寺湾毛泽东旧居，劳山森林公园和八千里豆腐干厂。 ,0,0,1,,,,,,,
30,3.85284E+15,刘少奇同志纪念馆,2015/6/12 9:30,【今日的少奇故里】为拍摄重大革命历史题材电视连续剧征集史料和故事，近日@罗雄文苑 与专家学者们专程来到江西瑞金，先后参观了瑞金中央革命根据地博物馆和沙洲坝革命遗址以及毛泽东、刘少奇、周恩来、朱德、陈云、何叔衡、张闻天旧居，探寻伟人足迹，为观众还原历史本真。摄影：@罗雄文苑 ,4,2,2,,,,,,,
30,3.85247E+15,榆林发布,2015/6/11 9:06,"【靖边县小河会议旧址被命名为市级廉政教育基地】日前，靖边县小河会议旧址被正式命名为市级廉政教育基地。小河会议旧址分为毛泽东同志旧居、司令部旧址（小河会议旧址）、“七一”纪念大会旧址等几部分,在1997年被省委确定为爱国主义教育基地,2003年被省政府公布为第四批省级重点文物保护单位。 ",2,1,0,,,,,,,
31,3.81422E+15,莞视频,2015/2/25 19:40,【女婿带丈母娘旅游将其遗落景点 吃饭时才想起】趁过年放假，河南籍男子周某驱车带丈母娘外出旅游，一行三辆车共十多人，参观完米脂县杨家沟毛泽东旧居后，车上的司机均以为老人上了对方的车，继而驶向榆林，吃饭时才发现把人落下了。女婿带丈母娘旅游将其遗落景点 吃饭时才想起PS:哥，回家要跪遥控器吗？ ,3,2,0,,,,,,,
31,3.71477E+15,承德24小时,2014/5/27 9:22,【茨坪毛泽东同志旧居】茨坪毛泽东同志旧居坐落在井冈山市中心——茨坪东山脚下，毛泽东同志率领秋收起义部队抵达井冈山茨坪后，房东李利昌便腾出此屋的一半给秋收起义部队居住。 ,0,0,0,,,,,,,
31,3.71462E+15,延安市文化和旅游局,2014/5/26 23:09,5月9日至14日，在深圳市文学学会在副会长兼秘书长王丛飚带领下，13名作家赴延安采风，参观了王家坪革命历史纪念馆，杨家岭、枣园毛泽东旧居，壶口瀑布，万里长城第一台的镇北台，习总书记昔日下放知青点，路遥纪念馆等景点。 ,0,0,0,,,,,,,
31,3.71372E+15,大成武昌,2014/5/24 11:31,【博物馆知识竞答06】#博物馆微巡游#昨天的题目答案是a，亲答对了么？今天的竞答题目是：位于武昌都府堤41号的毛泽东旧居是哪一年按原貌重建的？a、1965年；b、1967年；c、1968年。关注我们，附上答案，转评本微博，就有机会参与抽奖！答案就藏在昨天的知识点里面哦！ ,1,3,0,,,,,,,
31,3.71344E+15,东方日记本,2014/5/23 17:00,"#我爱国,我骄傲#【打动我的一瞬间】随手拍@NATALIE陳藝庭 5?18晚上的上海毛泽东旧居很有魅力！ ",108,2,0,,,,,,,
31,3.71332E+15,大成武昌,2014/5/23 9:32,【毛泽东旧居纪念馆】#博物馆微巡游#武昌都府堤41号，是毛泽东1927年上半年在武汉从事革命活动时携夫人杨开慧及儿子岸英、岸青、岸龙居住的地方，也是1927年5月前中共中央农民运动委员会所在地。毛泽东旧居1967年按原貌重建。2001年与武昌农讲所旧址一起，公布为全国重点文物保护单位。 ,1,3,1,,,,,,,
32,3.71271E+15,江西风景独好,2014/5/21 17:00,#赣什么去#瑞金好去处之【叶坪乡】叶坪乡位于江西省赣南东部，距瑞金市城3公里。叶坪是中华苏维埃共和国临时中央政府所在地，是毛泽东等老一辈无产阶级革命家曾经生活过的地方，留下了众多的旧居旧址群，是海内外人士神往的“红色旅游景点”。@江西发布 ,4,2,1,,,,,,,
32,3.71232E+15,陇南发布,2014/5/20 15:16,#陇南知多少#宕昌哈达铺红军旧址：毛泽东旧居。新华社记者 张锰 摄 ,213,16,3,,,,,,,
33,3.64421E+15,大唐诺亚,2013/11/13 16:30,#回到下半城# 张治中旧居（桂园），中山四路65号。此处原是张治中的公馆，因院内有两株桂花树得名桂园。1945年8月至10月重庆谈判期间，张治中特地将此处让出，作为毛泽东在市内办公会客的地方。1945年10月10日，著名的《双十协定》签字仪式即在桂园会客厅举行。  ,1,0,0,,,,,,,
33,3.61814E+15,团中央井冈山教育基地,2013/9/2 18:01,#井冈情·中国梦#【上海大学人才学院故居篇】茨坪毛泽东旧居，大井朱毛旧居，黄屋、白屋敦实质朴，一样的景物，不一样的风景。感受老一辈革命先烈艰苦奋斗，不畏艰难的精神。同学们收获感动，传承井冈山精神，从点滴的故事中感悟当年的革命！@上海大学人才学院 @上大团委,4,1,0,,,,,,,
33,3.61691E+15,吴起文旅,2013/8/30 8:08,毛泽东旧居 ,6,2,0,,,,,,,
33,3.61621E+15,团中央井冈山教育基地,2013/8/28 10:03,#井冈情·中国梦#茨坪毛泽东旧居革命遗迹旧址，反应了井冈山斗争时期的反经济封锁以及军民的艰苦生活。,1,0,0,,,,,,,
33,3.61621E+15,上海大学人才学院,2013/8/28 9:50,#上大人·井冈梦# 学员们在参观茨坪毛泽东旧居。革命遗迹旧址成为鲜活的教学课堂，让我们感悟到艰苦奋斗精神是战胜一切困难的力量源泉。@团中央井冈山教育基地 ,3,1,0,,,,,,,
33,3.6134E+15,华东理工大学共青团,2013/8/20 16:00,#英才班#8月20日下午14:30，全体华理学员前往大井毛泽东旧居进行参观学习。通过老师的讲解和实地参观，各学员深刻体会了毛主席对读书读报的热情，坚定了认真读书学习的信念。还领略了客家风情建筑和伴随中国革命一路走来的“感情树”。 我在这里:吉安·井冈山 ,2,0,0,,,,,,,
33,3.61334E+15,华东理工大学共青团,2013/8/20 11:37,#英才班#励志团校英才班井冈山学习实践活动进入第二天，同学们上午参观了井冈山博物馆以及茨坪毛泽东旧居，实景体验，感受红色力量。 ,5,1,1,,,,,,,
33,3.61083E+15,上海中侨大学团委,2013/8/13 13:25,#井冈情#今天上午，教育基地带领我们前往井冈山革命博物馆，茨坪毛泽东旧居，大井毛泽东旧居等开展现场教学活动。使我们进一步熟悉的认识了井冈山的光荣革命历史和老一辈无偿阶级革命家的艰苦奋斗，坚持学习，勇于探索的精神。@团中央井冈山教育基地 @上海学联 ,5,1,0,,,,,,,
33,3.6106E+15,延安宣传,2013/8/12 22:16,强降雨致延安毛泽东旧居部分坍塌 （新华网）持续强降雨使延安市内凤凰山、宝塔山、中共中央西北局旧址等百余文物旧址严重受损。文物保护部门工作人员和专家表示，延安部分文物旧址已濒临彻底损毁边缘，亟需抢救性保护。长远看，文物旧址应进行整体规划，提升防水、排水设施标准和抵御自然灾害能力。 ,2,3,0,,,,,,,
33,3.61057E+15,新浪陕西,2013/8/12 20:40,【强降雨致延安多处文物受损 毛泽东旧居部分坍塌】7月3日至今，延安遭遇持续多轮强降雨，对延安市境内百余处文物旧址造成严重损害。毛泽东旧居的三孔窑洞后墙几乎完全被雨水浸透，部分已经坍塌，窑洞内墙皮大片脱落、墙体上有多条裂缝。朱德旧居严重变形，用多根木头支撑。详情：网页链接 ,11,9,1,,,,,,,
34,3.65137E+15,潮州广播电视,2013/12/3 10:20,潮州地名撷趣·八角楼村 #民生新闻视频 # 网页链接【导  语】说起八角楼，知名的是江西省宁冈县的八角楼毛泽东旧居，那是一栋土砖结构的两层楼房，因装饰着八角天窗而得名。其实在咱们潮州铁铺，也有一处八角楼，只不过，它是一个村子，叫八角楼村。 ,2,2,0,,,,,,,
34,3.64599E+15,湖北旅游,2013/11/18 14:31,#游武汉#【100元深度游武昌】长江大桥、毛泽东旧居、昙华林、武汉大学、光谷……@呆呆strajectory 花一天时间在武昌的各个角落走走停停，吃吃拍拍，想在武昌来场深度游的朋友可以参考这篇攻略~ 旅游君给这位作者也送上“免费畅游卖萌大礼包”一份！ ,40,7,3,,,,,,,
35,3.6105E+15,湖北之声,2013/8/12 16:01,#整点快报#武广高铁部分列车受大风冰雹影响延误2个多小时/强降雨致延安毛泽东旧居部分坍塌/韩国公共机构未来三天禁止开空调    新闻热线：027-85797774 ,0,0,0,,,,,,,
35,3.61049E+15,齐鲁晚报,2013/8/12 15:16,【强降雨致延安多处文物受损 #毛泽东旧居部分坍塌#】裸露的山体，倾斜的房屋，垮塌的窑洞，不时仍倾泻而下的土方……7月以来，持续强降雨使延安凤凰山、宝塔山、中共中央西北局旧址等百余处文物旧址严重受损。由于近期仍有降雨，修复工作难以迅速展开，文物受损情况可能进一步加剧网页链接 ,14,16,4,,,,,,,
35,3.61049E+15,中国潮州网,2013/8/12 14:52,强降雨致延安多处文物受损 毛泽东旧居部分坍塌 -裸露的山体，倾斜的房屋，垮塌的窑洞，不时仍倾泻而下的土方……7月初以来，罕见的持续强降雨致使延安市内凤凰山、宝塔山、中共中央西北局旧址等百余处文物旧址严重受损网页链接 ,0,0,0,,,,,,,
36,3.60966E+15,延安青年,2013/8/10 8:05,#日日推荐#【枣园革命旧址】位于延安城西北约8公里处，是中共中央书记处1943年10月至1947年3月的所在地。枣园又名延园，占地面积54万多平方米。园内树木葱郁、绿草如茵、花团锦簇。被誉为革命年代的“中南海”，内有当年修建的“幸福渠”、毛泽东等人的旧居。  ,2,0,0,,,,,,,
36,3.60895E+15,陕西1频道嗨我们出发吧,2013/8/8 9:00,#瓦窑堡革命旧址#在1935年11月7日－1936年6月21日为中共中央驻地。旧址包括中共中央政治局瓦窑堡会议会址，西北军委旧址，中国工农红军大学旧址，毛泽东、周恩来、张闻天、刘少奇旧居等纪念地。乘坐线路：乘延安至子长县城的班车或火车可达。 ,0,1,0,,,,,,,
36,3.60872E+15,定西发布,2013/8/7 17:37,在8月6日下午举行的甘肃红色旅游发展论坛上，兰州市城关区旅游局、通渭县旅游局、八路军兰州办事处纪念馆、榜罗镇会议纪念馆、南梁红色景区建设管理局、静宁界石铺红军长征毛泽东旧居纪念馆等多家红色旅游景区和旅游局共同讨论产生了甘肃红色旅游线路宣传推介区域协作联合宣言。 ,0,0,0,,,,,,,
36,3.6069E+15,海螺沟景区,2013/8/2 17:20,#海纳百川#长征时期毛泽东主席下榻过的旧居和磨西会议遗址，位置在磨西镇天主教堂院内。让人不禁想起“斯是陋室，惟吾德馨”的句子。亲们的房间该比毛主席这间豪华很多吧？（图：网络）@甘孜州旅游局 @玩转甘孜@甘孜州青年公社 ,1,1,1,,,,,,,
36,3.60688E+15,陕西1频道嗨我们出发吧,2013/8/2 15:50,#南泥湾#位于西安－黄帝陵－延安－南泥湾－黄河壶口瀑布－西安旅游环线上，是延安旅游名胜景点之一，也是陕西省重点文物保护单位。南泥湾的主要景点有：毛泽东视察南泥湾旧居、三五九旅旅部旧址、七一八团烈士纪念碑、七一九团烈士纪念碑、中央管理局干部休养所旧址等。@延安市旅游局  ,1,0,0,,,,,,,
36,3.6057E+15,陕西1频道嗨我们出发吧,2013/7/30 9:40,"#枣园革命旧址#位于延安城，枣园革命旧址现有中央书记处小礼堂，毛泽东、周恩来、刘少奇、朱德、任弼时、张闻天、彭德怀旧居，“为人民服务”讲话台,中央医务所，幸福渠等景点。枣园是一个园林式的革命纪念地，景色秀丽，环境清幽。这里终年游客不断！！  ",0,1,0,,,,,,,
36,3.60534E+15,说延安,2013/7/29 10:17,【南泥湾革命旧址受暴雨侵袭】-位于延安宝塔区南泥湾镇的南泥湾垦区政府旧址发生窑洞垮塌。 7月24日至26日8时，一轮强降雨袭击延安，造成南泥湾垦区政府旧址3孔窑洞发生垮塌。相邻的毛泽东旧居受到雨水侵袭，造成窑洞顶部一段围墙倒塌。 网页链接  ,1,0,0,,,,,,,
36,3.60506E+15,乐生活在汉中,2013/7/28 15:46,【延安毛泽东故居因暴雨受损】4日至26日强降雨中，南泥湾垦荒旧址，原“垦区政府”的8孔窑洞有3孔完全损毁，相邻的毛泽东旧居受到雨水侵袭，窑洞顶部一段围墙倒塌。网页链接 ,0,0,1,,,,,,,
37,3.60461E+15,上海对外热线的姑娘们,2013/7/27 10:01,【南泥湾革命旧址窑洞垮塌】位于延安宝塔区南泥湾镇的南泥湾垦区政府旧址发生窑洞垮塌（7月26日摄）。7月24日至26日8时，一轮强降雨袭击延安，造成南泥湾垦区政府旧址3孔窑洞发生垮塌。相邻的毛泽东旧居受到雨水侵袭，造成窑洞顶部一段围墙倒塌。 ,0,0,0,,,,,,,
37,3.6046E+15,齐鲁晚报,2013/7/27 8:45,【延安#南泥湾发生窑洞垮塌# 毛泽东旧居受暴雨侵袭】位于延安宝塔区南泥湾镇的南泥湾垦区政府旧址发生窑洞垮塌。7月24日至26日8时，一轮强降雨袭击延安，造成南泥湾垦区政府旧址3孔窑洞发生垮塌。相邻的毛泽东旧居受到雨水侵袭，造成窑洞顶部一段围墙倒塌网页链接 ,17,23,4,,,,,,,
37,3.60317E+15,江西风景独好,2013/7/23 10:30,#邀您江西游# 【新余专辑：线路活动】红、绿、蓝三色精典之旅：游览罗坊会议纪念馆-兴国调查-毛泽东旧居-罗坊镇-昌坊-抱石公园-孔目江国家城市湿地公园-体育中心-毓秀山国家森林公园-崇庆寺--仙女湖景区。线路主题：寻访红色足迹，体验绿色闲趣，感受蓝色水韵。 ,7,6,2,,,,,,,
37,3.60265E+15,用户3228867532,2013/7/22 0:13,为纪念毛泽东同志诞辰120周年，“毛主席叫我学文化——毛主席警卫员王明富诗歌图片展”近日在上海毛泽东旧居揭幕。展出王明富担任毛主席警卫员期间拍摄的领袖照片30余张和学习笔记。展览为期两周，至7月30日结束。 ,1,1,2,,,,,,,
37,3.60085E+15,杏林天使筑梦队,2013/7/17 0:57,#井冈情?中国梦#瞧！这是我们团队在毛泽东旧居前摆的pose！是不是很帅气、威武！显示出我们上海中医大学子的精神风貌！@正晴shining @团中央井冈山教育基地 @TCM领导力中心实践部 @上海中医药大学团委  我在这里:吉安·井冈山 ,5,0,0,,,,,,,
37,3.60069E+15,上海静安,2013/7/16 13:56,#静·生活#“毛主席警卫员王明富诗歌图片展”7月17日上午开幕，10:30纪念封首发。展览为期二周，至7月30日结束，除了王明富在担任毛主席警卫员期间的部分照片、创作的诗歌之外，还将展出王明富的学习笔记、诗歌手稿等。欢迎大家前来参观。地点：茂名北路120弄上海毛泽东旧居。via@静安区文史馆 ,5,3,0,,,,,,,
38,3.59953E+15,湖南工业大学学生社团联合会,2013/7/13 9:31,#青春三下乡#综合调研组的同学协同宣传报道组的同学一起来到#水口镇#毛泽东同志旧居 桥头江家 很可惜的是 今天没有开门！水口桥头江家属湖南省炎陵县，是毛泽东旧居、湖南省省级重点文物保护单位。水口桥头江家属清代建筑，为四合院式民居。@炎陵微博 @共青团炎陵县委  ,6,0,1,,,,,,,
