页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家, 从严治党
31,4963565787418798,马桥法宣,2023-11-02 09:49:25,#马桥八五普法##图说普法#国旗知识知多少国庆节是祖国的生日，许多地方都会悬挂国旗或者举行升旗仪式，鲜艳的五星红旗凝聚着千千万万革命先烈的牺牲奉献精神，倾注着中国人民对于国家的热忱和期盼。那么，有关国旗的知识你了解吗？【案例一】2018年2月9日23时许，一名男子在舞狮表演过程中用国旗当红布摆放祭品，并多次践踏国旗。广东省广宁县人民法院对这起案件依法公开审理，被告人钟某因犯侮辱国旗罪，被判处有期徒刑6个月。 【案例二】2017年10月3日至10月6日晚间，吴某某携带剪刀至天津市河西区两小区内，剪破、损毁悬挂于各楼栋门前的中华人民共和国国旗，并将部分损毁的国旗、旗杆丢弃在小区道路及垃圾桶等处。后经统计，被损毁的国旗共计66面。同年12月，天津市河西区人民法院对该市首例侮辱国旗罪案进行公开宣判。法院审理认为，被告人吴某某在公共场合以剪刀剪坏、损毁中华人民共和国国旗，其行为已构成侮辱国旗罪。法院以侮辱国旗罪判处吴某某有期徒刑二年。【案例三】2017年10月22日，青海省门源县公安机关发现，微博发帖“青海门源的某餐厅把国旗裁一半做门帘”引起了网友的广泛关注和热议，在社会中造成了不良影响。此后，马某某因侮辱国旗被公安机关处以行政拘留15日的处罚。五星红旗是中华人民共和国国旗，是中华人民共和国的象征和标志。一颗大五角星代表中国共产党，四颗小五角星则分别代表工人阶级、农民阶级、小资产阶级以及民族资产阶级。四颗小星环拱在大星右边，各有一角正对大星中心，寓意着中国共产党领导下的革命人民大团结。悬挂、使用国旗时要注意：一、悬挂的国旗必须是完好的。根据《中华人民共和国国旗法》规定，不得升挂破损、污损、褪色或不合规格的国旗。二、国旗要置于显著位置。国旗与其他旗帜同时升挂时，应当将国旗置于中心、较高或者突出的位置。在直立旗杆上的国旗，需要将国旗升至旗杆顶端。三、悬挂国旗的位置要合适。悬挂的国旗不能落地，也不能让国旗被风吹成一团。四、严禁倒挂国旗。悬挂国旗一般应以旗的正面面向观众，不要随意交叉悬挂或者竖挂，更不得倒挂。有必要竖挂或者使用国旗正反面时，必须按照有关国家的规定办理。对国旗一定要好好保管，不乱丢国旗，不损坏国旗，如果见到随意损害国旗的人和事，要主动上前制止教育，用自己的行动来保护国旗，热爱国旗和捍卫祖国的尊严。国旗使用完后可以带回家妥善保管，壮美的国旗可以成为家中美丽的风景。,0,0,0,,上海,上海,中国, 革命红旗
32,4961930180822291,HIKO_,2023-10-28 21:30:06,每每看这类电影都会止不住落泪😢 电影是抗美援朝时期的事…但看着还是会想到之前的各种战争！多少革命者前赴后继，五星红旗是他她们的鲜血染红的，用生命换来了我们的现在🇨🇳 ,0,0,2,上海,上海,上海,中国, 革命红旗
34,4952906640657687,夏巫梦石,2023-10-03 23:53:46,#一起种草阿云嘎# 🌲#阿云嘎1023生日快乐#  day11 红旗是革命先烈血染 红歌听@阿云嘎Musical 深情豪迈高唱 红心热血 风云变幻 且听岁月言说 阿歪叽 #阿云嘎又红又正# ayg阿云嘎🌩️中国唱片上海公司的微博视频 ,4,6,32,上海,上海,上海,中国, 革命红旗
43,4894728599114451,上海杨浦,2023-04-26 10:55:00,#杨浦News# #小杨带你看新闻# 【沪明合作 | 这些光影佳作，带你走进三元区的山水与生活】4月24日，“风展红旗 如画三明·镜映三元”三元区优秀摄影作品上海展在国歌展示馆开展。光影艺术搭建沪明群众情感的桥梁，一起来看看展出作品，走进这一风景如画、底蕴深厚的革命老区。 ,2,0,0,,上海,上海,中国, 革命红旗
44,4889272697489134,吴泾家园,2023-04-11 09:35:12,理论学习丨习近平关于社会主义精神文明建设论述摘编西柏坡我来过多次，每次都怀着崇敬之心来，带着许多思考走。我们这一代人，出生在新中国成立后不久，是在红旗下长大的，对党、对国家、对人民感情很深，对我们党的光荣历史和优良作风印象很深。每到井冈山、延安、西柏坡等革命圣地，都是一次精神上、思想上的洗礼。每来一次，都能受到一次党的性质和宗旨的生动教育，就更加坚定了我们的公仆意识和为民情怀。在参观西柏坡纪念馆、毛泽东同志旧居、中央军委作战室、七届二中全会旧址的过程中，我的心情一直难以平静。看着一幅幅图片、一件件实物、一封封电报、一个个故事，我的思想又受到一次深刻教育。历史是最好的教科书。对我们共产党人来说，中国革命历史是最好的营养剂。多重温我们党领导人民进行革命的伟大历史，心中就会增加很多正能量。《中国革命历史是最好的营养剂》(2013年7月11日、12日)，习近平《论中国共产党历史》，中央文献出版社2021年版，第24页,21,7,17,,上海,上海,中国, 革命红旗
36,5031300647616677,浦东教育__,2024-05-07 07:43:34,传承红色基因 青春永远向党——“强国复兴有我”主题教育活动集锦       2024年是新中国成立75周年。为全面推进党史学习，从党的历史中汲取智慧和力量，引导少年儿童铭记历史，继承和发扬革命先辈的优良传统，浦东新区中小学积极开展“强国复兴有我”主题教育活动。 ,0,0,0,,上海,上海,中国, 革命红色教育
36,5031047083592509,上海检察,2024-05-06 14:56:00,#上海检察机关青年干部培训班#【在Citywalk中探寻红色记忆 | 青干班•党史教育进行时】青春有为，沐光前行!五四青年节之际，上海检察机关青年干部培训班第一组、第二组的学员们相约一场红色Citywalk，接力“打卡”红色场馆，探寻初心始发地和革命先辈聚集地，重温中国革命史和砥砺发展的不朽篇章。在Citywalk中探寻红色记忆 | 青干班•党史教育进行时,0,0,0,,上海,上海,中国, 革命红色教育
38,5030250024534066,上海黄浦,2024-05-04 10:08:45,【他们用声音致“敬”先辈……】今年是五四运动105周年，来自上海市敬业中学“又新”戏剧社的同学们，用广播剧的形式，声情并茂地展现了“五四运动”期间中华儿女积极参与革命运动，捍卫国家尊严，用自己的声音，致敬无数光荣的革命先辈，纪念这场中国人民彻底的反对帝国主义、封建主义的爱国运动。他们用声音致“敬”先辈……（记者 / 邵林峰 瞿煌俊 编辑 / 张紫怡 图片 / 邵林峰 瞿煌俊）#红色教育# #五四青年节# @青春上海 @黄浦新青年 @上海教育 @黄浦教育 #黄浦校园#,3,3,2,,上海,上海,中国, 革命红色教育
44,5023906534527582,警民直通车-上海,2024-04-16 22:02:00,【#探寻红色足迹 赓续红色血脉#】为深入开展党史学习教育，激励广大民警提高政治站位，坚定理想信念，铸牢忠诚警魂。近日，上海松江公安分局石湖荡派出所党支部组织党员民辅警走进中共一大会址参观学习，回顾峥嵘岁月和一代代革命先辈不怕牺牲的先进事迹，接受崇高的精神洗礼。警民直通车-松江的微博视频 ,205,1,205,,上海,上海,中国, 革命红色教育
50,4974983921274396,警民直通车-上海,2023-12-03 22:01:00,【#红船启航，戮力同行#】  红船是中国革命起航地、改革开放先行地、习近平新时代中国特色社会主义思想重要萌发地。上海市公安局长宁分局北新泾派出所作为全国首批100家“枫桥式公安派出所”，坚守初心使命、传承红色基因，不断从党史学习中汲取前行力量，始终以“创枫”的激情和实干，踔厉奋发、勇毅前行，确保北新泾地区平安稳定！#主题教育# 警民直通车_长宁的微博视频,1,1,2,,,上海,中国, 革命红色教育
19,5034963633705923,软萌的小狮纸,2024-05-17 10:18:58,"党纪是永远的“戒尺”党纪是永远的戒尺！对于一个党员，纪律是高压线；对于一个政党，纪律是生命线。广大党员领导干部应自觉增强纪律意识，自觉接受纪律的约束，真正把纪律挺在前面。自今年5月纪律建设永远在路上中国共产党纪律建设历史陈列展览在武汉革命博物馆对公众开放以来，参观者络绎不绝。展览所展出的405件(套)展品、700余幅图片，系统梳理了中国共产党纪律建设的历程。党的纪律建设的宝贵历程和重要经验，为开展不忘初心、牢记使命主题教育提供了生动课堂。全面从严治党只有进行时没有完成时，加强纪律建设是全面  从严治党的治本之策。前不久印发的《关于在不忘初心、牢记使命主题教育中对照党章党规找差距的工作方案》明确要求，党员领导干部要重点对照包括《中国共产党纪律处分条例》(以下简称《条例》)在内的党章党规，进行自我检查。对广大党员领导干部来说，只有边学习、边对照、边检视、边整改，不断增强党的意识、党员意识、纪律意识，不断提升政治境界、思想境界、道德境界，才能心系使命、扛起责任，做合格共产党员。法律是治国之重器，纪律是治党之戒尺。作为规范党组织和党员行为的基础性法规，《条例》在党内法规体系中发挥着重要 作用。党的十八大以来，《条例》在3年内历经两次修订，将过往党的纪律建设实践经验总结提炼出来，同时又针对突出问题和新型违纪行为作出新的明确规定。比如，对关于政治纪律方面的规定进行充实和完善；针对四风隐形变异，对以学习培训、考察调研为名变相公款旅游等违反中央八项规定精神新表现作出处分规定；增加对贯彻党中央决策部署只表态不落实、热衷于搞舆论造势等形式主义、官僚主义行为的处分规定。这些举措，进一步扎紧了制度篱笆，亮出了不可触碰的底线应成为每一名党员干部检视自我、警示自我的依据。纪律不严，从严治党就无从谈起。这次主题教育开展以来，绝大多数党员干部以《条例》为戒尺，做到了懂法纪、明规矩，知敬畏、存戒惧。但也应看到，仍有少数人思想松懈、认识模糊，自我要求比较宽松。比如，有的认为纪律比较虚，离自己比较远，自我检查没有必要；有的不知党纪严于国法，不把纪律当回事；有的心存侥幸，觉得偶尔触犯党纪不会有严重后果凡此种种，值得警惕。对各类潜存的问题，需要及时防范、加以解决，才能筑牢纪律的红线，让主题教育取得实实在在的成效。对于一个党员，纪律是高压线；对于一个政党，纪律是生命线。奋进新时代、踏上新征程，党要有新气象新作为，必须靠严明的纪律作保证。这有赖于执纪必严、违纪必究，同时也需要广大党员干部以党纪为硬约束严格要求自己。贯彻落实主题教育要求，就要对照《条例》,重点查摆是否在重大原则问题上同党中央保持一致，自觉执行党组织决定；是否存在滥用职权、谋取私利等问题；是否存在为黑恶势力充当保护伞，损害群众利益等问题；是否存在工作不负责任，搞形式主义、官僚主义，干预和插手市场经济活动、司法活动、执纪执法活动等问题；是否存在生活奢靡、贪图享乐、追求低级趣味等问题。惟其如此，才能自觉增强纪律意识，自觉接受纪律的约束，真正把纪律挺在前面。知者行之始，行者知之成。开展主题教育，重在知行合一。认真对照包括《条例》在内的党章党规找差距，真正把自己摆进去、把职责摆进去、把工作摆进去，以实际行动补齐短板，我们就能始终守初心、担使命，以实际成效取信于民。",0,0,0,上海,上海,上海,中国, 革命纪律
20,5034589641250099,南桥镇政府,2024-05-16 09:32:51,#展览#【纪念长征90周年】2024年是中国工农红军长征出发90周年。在1934年至1936年两万五千里长征中，红军指战员及战士表现出对革命理想和事业无比的忠诚和坚定的信念，表现出不怕牺牲敢于奉献的无产阶级革命乐观主义，表现出顾全大局严守纪律亲密团结的高尚品德，铸就了伟大的长征精神。长征精神是中华民族自强不息、艰苦奋斗精神的延续与升华，是中国共产党人与时俱进的时代创造，具有永恒不变的历史价值。本次展览为纪念和弘扬这种精神而展示了多幅历史篇章。【展览】纪念长征90周年,1,0,1,,上海,上海,中国, 革命纪律
25,5032102363398976,虹口区生态环境局,2024-05-09 12:49:18,缅怀革命先烈，严守纪律红线 ,0,0,0,,,上海,中国, 革命纪律
25,5031790483605239,绿色青浦,2024-05-08 16:10:00,【党纪学习教育｜深刻认识加强党的纪律建设的重要性】全面从严治党永远在路上，管党治党一刻也不能放松。根据党中央部署，自今年4月至7月，在全党开展党纪学习教育。这是以习近平同志为核心的党中央加强党的纪律建设、推动全面从严治党向纵深发展的重要举措，彰显了我们党不断推进自我革命的历史自觉和使命担当。思想是行动的先导。广大党员干部要真正从思想上重视起来，进一步深化对加强党的纪律建设重要性的认识，增强开展党纪学习教育的积极性和主动性。党纪学习教育｜深刻认识加强党的纪律建设的重要性,0,0,0,,上海,上海,中国, 革命纪律
27,5028547227815245,Miaaaaaa___,2024-04-29 17:22:28,学深悟透《中国共产党纪律处分条例》需在“深、准、实”上下功夫新修订《中国共产党纪律处分条例》的出台，不仅是党在自我革命道路上的一次重要举措，更是对全面从严治党战略要求的深入贯彻和具体体现。这一条例的修订，充分彰显了党坚持刀刃向内、勇于自我革命的坚定决心，释放出全面从严治党将越来越严的强烈信号。在深入学习领会和贯彻落实这一条例的过程中，我们必须深刻理解其内涵，准确把握其要求，确保在“深、准、实”上下功夫，推动全面从严治党向纵深发展。首先，要在“深”字上下功夫，增强管党治党的政治自觉。纪律是党的生命线，是维护党的团结统一、保持党的先进性和纯洁性的重要保障。新修订的《中国共产党纪律处分条例》作为贯彻落实习近平新时代中国特色社会主义思想和党的二十大精神的具体行动，是对全面从严治党、加强纪律建设进行的再部署、再动员。我们要深刻认识到，这一条例的修订，是党中央站在新的历史起点上，适应新时代党的建设总要求作出的重大决策。因此，必须坚决把思想和行动统一到党中央的决策部署上来，切实增强新时代新征程上管党治党的政治自觉；必须深刻领会条例的精神实质，准确把握其要求，将其作为加强党的建设、推进全面从严治党的有力武器；必须深刻认识到纪律的重要性，切实筑牢守规矩知敬畏的行为底线，增强纪律意识，坚决把纪律和规矩挺在前面，用党规党纪校正思想和行动，筑牢拒腐防变思想根基。其次，要在“准”字上下功夫，把握锤炼党性的核心要义。思想是行动的先导，精准掌握是有效落实的前提。新修订的《中国共产党纪律处分条例》作为管党治党的重要基础性法规，对于规范党员干部行为、维护党的纪律具有十分重要的意义。我们要以开展党纪学习教育为契机，坚持深学细悟、常学常新，逐章逐条学习条例内容，以案说德、以案说纪、以案说法、以案说责，联系实际切实准确掌握条例的主旨要义、精神实质和规定要求，用党规党纪这个衡量标尺来校正思想和行动上的偏差，真正使学习党纪的过程成为增强纪律意识、提高党性修养的过程；要不断进行违纪典型案例剖析，用身边事警醒自己，全面深刻剖析本地区本系统近年来发生的违纪典型案件，剖析领导干部特别是“一把手”和年轻干部的违纪原因，深入挖掘行业性、系统性、地域性腐败问题根源，强化自我警示震慑。最后，要在“实”字上下功夫，实现知行合一的真功实效。学习的目的在于实践，知行的统一在于行动。我们要把学习的成果努力转化为改作风、提效能、优环境、促发展的实际行动，在工作生活中全面自觉践行条例要求，实事求是查摆自身不足，深入进行自我剖析，认真开展批评和自我批评，使铁的纪律真正转化为日常习惯和自觉遵循；要加强融会贯通，推动党纪学习教育走深走实，把他律要求转化为内在追求，自觉赓续红色血脉、砥砺崇高精神、涵养浩然正气；还要注重强化斗争意识、砥砺斗争意志、提高斗争本领，敢于在歪风邪气、违规违纪行为面前亮剑，以实际行动捍卫条例的权威性和严肃性。总之，新修订的《中国共产党纪律处分条例》为加强党的建设、推进全面从严治党提供了有力武器。我们要在深入学习领会和贯彻落实这一条例的过程中，不断增强管党治党的政治自觉、把握锤炼党性的核心要义、实现知行合一的真功实效。只有这样，才能确保全面从严治党向纵深发展，为实现中华民族伟大复兴的中国梦提供坚强纪律保障。,0,0,0,上海,上海,上海,中国, 革命纪律
28,5027715109880954,上海奉贤发布,2024-04-27 10:15:55,【奉贤区党纪学习教育专题学习研讨会暨区委中心组学习（扩大）会举行】4月26日下午，奉贤区党纪学习教育专题学习研讨会暨区委中心组学习（扩大）会举行，邀请上海市委党校党的建设教研部教授吴海红作“全面加强党的纪律建设，深入推进党的自我革命”专题辅导报告。区委书记袁泉主持会议并讲话。区委副书记、区长王益群，区人大常委会主任张培荣、区政协主席陈勇章、区委副书记唐晓腾出席。,4,1,0,,,上海,中国, 革命纪律
28,5027423710087385,廉洁上海,2024-04-26 14:58:00,【《中国共产党的纪律和规矩》出版】近日，由著名中共党史党建研究专家李忠杰撰写的《中国共产党的纪律和规矩》，由中国方正出版社出版并在全国公开发行。我们党是靠革命理想和铁的纪律组织起来的马克思主义政党，纪律严明是党的光荣传统和独特优势。本书以党史为经、以纪律为纬，全面梳理党的纪律建设演进脉络，详细介绍了100多年来我们党都制定过哪些纪律、形成过哪些规矩，并怎样逐步演化为今天的纪律规范体系，充分展现了党的纪律规矩不断丰富和发展的光辉历程。全书内容翔实、权威准确，视野宏阔、纵横交织，详略得当、文风清新，既清楚讲述了党的纪律规矩是什么、为什么、怎么做，也对党的纪律规矩来龙去脉作了生动阐释，是开展党纪学习教育的重要辅导读物。（中央纪委国家监委网站）网页链接,0,0,2,,上海,上海,中国, 革命纪律
31,5023827514626309,廉洁上海,2024-04-16 16:48:00,【说纪律 讲规矩丨以严明纪律推进党的自我革命】请戳→（中央纪委国家监委网站）网页链接 廉洁上海的微博视频 ,2,0,2,,上海,上海,中国, 革命纪律
33,5019221325518772,本来老六,2024-04-03 23:44:39,#追风者# 希望不会有蠢货和我强调不过就是牺牲了一个老徐，失去了一个联络点而已，也不是全毁吧。上一次这种地下党蛮干还是北平无战事。当然。垃圾剧里肯定很多。我说的前提还是好剧。写地下工作那么喜欢写无组织无纪律算是政治正确。算是一种时髦我不怕死。在革命事业面前，你的生命你的一切都毫无意义。这不是莽。这是蠢。,0,0,2,上海,上海,上海,中国, 革命纪律
38,4996296087964171,偶脚得偶还可以抢救一下,2024-01-31 17:27:57,《三大纪律八项注意》的曲谱最早源自于清末新军的《大帅练兵歌》，工农革命军队赋予了它新的内容和意义。 查看图片,15,1,10,上海,,上海,中国, 革命纪律
38,4995923648188295,廉洁上海,2024-01-30 16:48:00,【学习词典·党的自我革命丨纪律教育】详见↓↓（中央纪委国家监委网站）Succeeded！ ,1,0,0,,上海,上海,中国, 革命纪律
46,4882004657569900,真不是毒蘑菇,2023-03-22 08:14:35,▲  1928年3月22日，中国工农红军部队颁布了“三大纪律八项注意”，这是我军最早的军事法规  ▲  饭前一首歌经常唱，“革命军人个个要牢记……” #三大纪律八项注意# ,15,9,79,上海,上海,上海,中国, 革命纪律
48,4852103488752126,晨报文艺,2022-12-29 19:58:02,#破晓东方再现解放军入沪不入户# 街上睡满了解放军这个画面真的很震撼，心疼他们的同时也为革命先辈的纪律性和军人自身素养感到敬佩，正是这样一群可爱的人，才能赢得战争、赢得民心吧！为了让上海市民安心，他们睡大街、吃冷饭，从未感受到一点委屈，真的泪目了 #破晓东方无台词镜头看哭多少人# 晨报文艺的微博视频,277,528,2579,,上海,上海,中国, 革命纪律
3,5040345455527024,育儿专家张思莱,2024-06-01 06:44:24,当初建人民英雄纪念碑时，作为学生的我们还参与了基建劳动，看到人民英雄纪念牌就让我们想起了无数的革命先烈为国捐躯才有了我们幸福的今天！每当我们来到天安门广场都会在纪念牌前默默敬哀！不要忘记过去，忘记过去就意味着背叛！,0,0,1,上海,上海,上海,中国, 革命纪念碑
11,5026992413480387,凤翅金盔泛妖光,2024-04-25 10:24:11,叶卡捷琳堡的俄共会在每年的7月16日皇帝灭门案纪念日，去叶尔马科夫墓献花纪念当年的革命者。然后每年墓碑上都会被人泼红漆，上面还打出几个弹孔提醒下面埋着凶手。俄共说“从 90 年代开始就有不知名的破坏者在革命者彼得·叶尔马科夫的坟墓上倒红漆。一个月前，我们努力清理修复坟墓上的纪念碑，然而每次都有人把红漆又倒上去亵渎死者。他们只是一小撮蒙昧主义者。”而当地的牧师则说：“他们有权尊重任何他们想尊重的人。有些人崇敬善良真理和圣人。有些人崇敬杀人犯恐怖分子不足为奇。老天保佑现在他们只是不能像1920年代那样杀人了，有人怀念拆教堂随意杀人的时代，这也是他们的权利。我们也会为那些人祈祷。这就是修行的目的。”图8为叶尔马科夫当年灭门案用的毛瑟手枪。,31,29,128,上海,上海,上海,中国, 革命纪念碑
13,5025899718644325,闲闲jd_,2024-04-22 10:02:12,辛亥秋保路死事纪念碑——致敬革命先烈。 ,0,0,0,上海,,上海,中国, 革命纪念碑
21,5020494316702692,江川社情,2024-04-07 12:03:04,【缅怀先烈 铭记历史】#江川居委动态##沧三#       4月3日上午，阳光明媚，春风拂面。沧三社区党员们佩戴党徽，怀着崇高的敬意与深深的哀思，整齐列队来到金山烈士纪念馆。在庄严肃穆的氛围中，全体党员向烈士纪念碑默哀致敬，表达对革命先烈无尽的缅怀和崇高敬意。步入金山烈士纪念馆，党员们仿佛穿越时空，回到了那段烽火连天的峥嵘岁月。馆内陈列的一幅幅珍贵的历史照片、一件件斑驳的革命文物、一段段激昂的文字解说，生动再现了金山地区无数英烈舍生忘死、英勇斗争的光辉历程。党员们认真聆听讲解员的细致解说，时而驻足凝视，时而低声交流，深刻感受革命先烈们为了民族独立、人民解放所展现出的无私奉献与英勇牺牲精神。通过实地参观，党员们对金山地区的革命历史有了更直观、深入的理解，对先烈们的伟大事迹和高尚品质有了更深的敬仰。,4,2,2,,上海,上海,中国, 革命纪念碑
25,5019468044701990,慕容沁瑜,2024-04-04 16:05:02,#清明给英烈写句话# 3月29日上午，上海市普陀区退役军人事务局组织驻区部队官兵、安葬在龙华烈士陵园的烈士遗属、优抚对象代表等百余人，来到龙华烈士陵园开展“铸魂·2024·清明祭英烈”活动，深切缅怀、瞻仰、哀悼革命先烈。庄严的祭扫仪式上，大家安静肃立在革命烈士纪念碑前，驻区部队官兵代表为革命烈士献上花篮，寄托对革命先辈们的追思。参与仪式的所有人员一同对着纪念碑深深三鞠躬，寄托对先烈英魂的追思和敬意。缅怀为中华民族不断壮大，为中国共产党的建立、巩固与发展，为民族独立、国家富强、人民幸福，赴汤蹈火、英勇献身的先辈们，我们不能忘记他们坚定不移的革命信念和为广大人民群众无私奉献的精神#清明祭英烈# 慕容沁瑜的微博视频,3,313,70,上海,,上海,中国, 革命纪念碑
37,4951807828428644,警民直通车-上海,2023-09-30 23:07:29,【#缅怀先烈 砥砺前行#】 9月30日，南京东路派出所青年民警来到五卅运动纪念碑敬献鲜花，深情表达对革命先烈的崇高敬意和追思之情。铭记革命历史，坚定理想信念，沿着先烈的足迹，吾辈当砥砺前行。上海南东之风的微博视频 ,63,28,60,,上海,上海,中国, 革命纪念碑
40,4951610095569468,新民周刊,2023-09-30 10:01:46,#我国第十个烈士纪念日#历史上的今天 1949年9月30日，中国人民政治协商会议第一届全体会议决定，为了纪念在人民解放战争和人民革命中牺牲的人民英雄，在首都北京建立人民英雄纪念碑。人民英雄纪念碑是新中国成立后首个国家级公共艺术工程，也是中国历史上最大的纪念碑，碑身正面是毛泽东亲笔为纪念碑写的题词：人民英雄永垂不朽。#历史上的今天# （图：东方IC）,0,0,7,,,上海,中国, 革命纪念碑
43,4945129452603263,观察者网,2023-09-12 12:50:00,【#俄罗斯重塑契卡创始人全身雕像#】当地时间9月11日，一座苏联政治家、全俄肃清反革命及怠工非常委员会（契卡，即“克格勃”的前身）创始人费利克斯・捷尔任斯基的全身雕像纪念碑，在莫斯科亚先捏沃区的俄罗斯联邦对外情报局（СВР）总部落成，该纪念碑是1991年莫斯科卢比扬卡广场上被拆除的捷尔任斯基纪念碑的一个稍小版复制品。俄罗斯对外情报局局长纳雷什金在揭幕式上表示，捷尔任斯基是那个时代的象征之一，是诚实、奉献和忠诚的旗帜。“他那句‘只有头脑清醒、内心善良、作风清廉的人才能成为安全官员’的名言，成了我们几代人的重要道德准则”。纳雷什金指出称，捷尔任斯基自始至终都在坚持自己的理想 ——— 建立一个基于善良和正义的新世界。捷尔任斯基于1877年出生于波兰一个地主知识分子家庭，死于1926年。其历史定位长期存在争议。俄共等左翼力量认为捷尔任斯基是社会秩序和公正的象征，而一些俄人权人士则批评称捷尔任斯基是镇压的代表。1991年的“8·19”事件期间，反对国家紧急委员会的人们试图推倒克格勃总部所在的卢比扬卡广场上的捷尔任斯基雕像。当时莫斯科议会认为，重达数百吨的纪念碑若被推倒砸向地面将会危及城市地铁安全，因此下令予以拆除。而同时期被送进中央美术馆仓库的还有内务部莫斯科总局的捷尔任斯基半身铜像。随着世界局势变化，人们开始重新审视这位俄国革命家。2004年，俄罗斯境内一项“如何看待十月革命人物”的民意调查显示，54.5%的俄罗斯成年人对列宁持正面评价，紧随其后的便是捷尔任斯基，约有46%的受访者对他怀有好感。2005年11月10日，俄联邦法定的“警察日”当天，捷尔任斯基的半身铜像时隔14年之后又重新竖立在莫斯科内务总局的大院内。2014年9月22日，俄罗斯总统普京签署总统令，决定恢复内务部特种部队独立师“捷尔任斯基”师的命名。2017年，普京又对外表示未来将会为捷尔任斯基在卢比扬卡广场重新树像。,21,19,129,,上海,上海,中国, 革命纪念碑
15,5046260833192225,廉洁上海,2024-06-17 14:30:00,【#深度关注# 传承红色基因】“七一”临近，革命圣地陕西延安的红色旅游持续升温。在延安革命纪念馆，大批游客跟随讲解员深入了解中共中央在陕北和延安度过的13年峥嵘岁月；在杨家岭革命旧址，毛泽东、朱德等领导人居住过的窑洞前，游客们纷纷拍照留念；在中央党务委员会旧址，一批批党员干部参观学习党的纪检监察工作历史，感受中国共产党勇于自我革命的鲜明品格。（中央纪委国家监委网站）网页链接,0,0,1,,上海,上海,中国, 革命纪念馆
23,5044073576533195,周末睡到自然醒吖,2024-06-11 13:38:38,入沪第二天朱家角古镇：虽说是上海市最大的古镇，但是真还挺一般的，是不是全国古镇都一个样，商业化过于严重了。唯一新奇的体验就是第一次点线下DQ，要了4个口味，小杯完全吃不完，吃到后面太腻啦！练塘：红色之旅，参观了陈云故居，看了老一代革命领导人光辉的一生，致敬（光是这个纪念馆，这趟上海就来的很值了），‘不唯上，不唯书，只为实，交换，比较，反复’赵巷（买了luluways新款的散摆腰封裙，太好看太好看太好看啦，第一次逛，被她家的风格狠狠拿捏）,0,2,0,上海,,上海,中国, 革命纪念馆
24,5043657342454977,超级irisliu,2024-06-10 10:04:40,黄鹤楼，长江大桥，辛亥革命纪念馆打卡成功 ,0,0,0,上海,,上海,中国, 革命纪念馆
25,5043443923422995,唯碳一味29,2024-06-09 19:56:37,@RobertYuan1 #旅游##端午#  端午嘉兴乌镇两日一夜游玩 📍嘉兴南湖 革命纪念馆 嘉兴·南湖革命纪念馆 ,0,1,0,上海,,上海,中国, 革命纪念馆
25,5043437387387462,RobertYuan1,2024-06-09 19:30:38,#端午##旅游# @唯碳一味29 嘉兴南湖革命纪念馆。 嘉兴·南湖革命纪念馆 ,0,2,0,上海,,上海,中国, 革命纪念馆
36,5039653939318010,东方日记本,2024-05-30 08:56:34,说起邹容，大家都不陌生，他是中国近代著名的资产阶级革命宣传家，他的名字和事迹在中国近代史上留下了浓墨重彩的一笔。 邹容纪念馆位于徐汇区华泾镇黄叶楼内，原是邹容生前好友刘三的故居。白色外墙庄严肃穆，展馆大厅内有一尊邹容半身雕像，还原了这位革命先贤年轻的身影。探馆攻略丨这位革命先贤，121年前著成《革命军》，牺牲时年仅20岁 ,1,0,2,,上海,上海,中国, 革命纪念馆
44,5038361335040757,天剑斩立决,2024-05-26 19:20:13,练塘古镇半日游，革命老同志“陈云”先生的故乡，故里，纪念馆！ ,0,0,0,上海,,上海,中国, 革命纪念馆
52,5035474583816440,中共一大纪念馆,2024-05-18 20:09:18,#2024国际博物馆日# 5月17日-19日，中共一大纪念馆推出“博物馆奇妙夜，遇见马克思”夜场观展活动，兴业路106号石库门建筑的大门限时打开，让观众穿越时空，沉浸式感受百余年前照亮中华民族前途命运的初光。位于树德里弄堂的“5·18国际博物馆日”主题文创集市活动热闹非凡。文创集市基于上海市革命场馆联盟的平台，集中呈现上海各个革命场馆红色文化内容，助力红色文旅融合发展。,0,0,0,,上海,上海,中国, 革命纪念馆
8,5042397912500689,巨浪随想,2024-06-06 22:40:08,#解放台湾#日本殖民台湾五十年，台独二鬼子贻害近八十年，越演越烈。解放台湾再拖延，亲日美已成势，第四代第五代台独铁杆要接上来了，统一后遗症只会严重，治理难度增大，指望烂泥革命性变化已成泡影。渡海武统台湾军事上已有优势，再等下去等出来个铁杆台独的抵抗可能性增加，存储的美国武器只会增多更为先进。二岸的贸易相当于向台独变相输送军费。在台湾周边，日美军火储存和军事基地数量质量还将同步增加。将革命进行到底！武统的同时可以顺手解决阻力障碍难题。党和国家的利益极大！,2,1,1,上海,上海,上海,中国, 革命统一
