页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,打卡记录监督
18,5013761112937057,笑逗菌,2024-03-19 22:07:43,#第一次听说运动搭子#不自律，确实需要一个运动搭子 ,0,0,0,重庆,重庆,重庆,中国,自律搭子
18,5013722309591283,娱圈天线短路宝宝,2024-03-19 19:33:31,#超7成网友喜欢运动社交#运动确实是社交的一个很好选择，锻炼身体的同时还可以分泌多巴胺，让自己自律的同时也可以结交到运动搭子，不说了我去跑步啦～ ,0,0,0,福建,福州,福建,中国,自律搭子
19,5013461536867568,雪映怜,2024-03-19 02:17:19,早睡行动进行了一天就宣告失败 @雪映怜 你给我滚 好想找个自律搭子 ,0,12,8,贵州,,贵州,中国,自律搭子
19,5013440332302096,Yu_zjiu_,2024-03-19 00:53:03,初中坐标河北，本人地理成绩不错，不太自律，想找数学生物成绩好的搭子 ,0,1,1,河北,沧州,河北,中国,自律搭子
19,5013371932118814,Sweet-甜汀,2024-03-18 20:21:15,是搭子请假也自律健身的一天💪 ,0,7,1,陕西,西安,陕西,中国,自律搭子
19,5013371633796564,一颗小西梅_,2024-03-18 20:20:04,我竟然拒绝了麻将局和我的健身搭子来健身房了 我真自律 奖励自己吃根淀粉肠 ,0,1,0,河南,许昌,河南,中国,自律搭子
19,5013285327866676,东京巨蛋的5万分之一,2024-03-18 14:37:07,太好了终于拼到房找到搭子了🥹🥹🥹接下来请心无旁骛地读书，要成为像老公一样自律的人！ ,0,0,1,北京,北京,北京,中国,自律搭子
20,5013075080512780,爆改自我,2024-03-18 00:41:40,今天碰见了一个健身搭子哈哈哈哈，她健身好严格好自律，感觉自己的懒惰有救了，那么，期待一下五月的自己吧 ,0,0,1,湖南,益阳,湖南,中国,自律搭子
20,5013053643689202,麦_奇,2024-03-17 23:16:29,#2024.03.17#鸡娃不如鸡自己，家长和孩子是独立的个体，各自有各自的人生，不能也不该相互绑架。 可能上辈子与水瓶结下了梁子。 自律的时候严格执行，放纵的时候尽情放纵，不做苦行僧，永远是个称职的饭搭子。 ,0,0,0,江苏,常州,江苏,中国,自律搭子
20,5012553577009987,醃渍离愁,2024-03-16 14:09:24,我严重怀疑我变成entp了 一独处就不自律 干任何事都要找搭子 ,0,0,0,中国香港,,香港,中国,自律搭子
20,5012540944025850,我羽毛好像有点乱,2024-03-16 13:19:12,闺蜜买了个手机监狱把手机锁起来了 聊天搭子又少了一个 自律的女人真牛逼！ ,0,1,0,重庆,重庆,重庆,中国,自律搭子
21,5012515170027773,我再也不多吃,2024-03-16 11:36:47,千万不要和那种一时兴起的人约定一起自律 会很无语 我再也不会随便找一个健身搭子 真是看着心烦 讨厌做不到的人 ,0,0,0,浙江,杭州,浙江,中国,自律搭子
21,5012321812614939,朴妮子小妞,2024-03-15 22:48:27,很幸运遇见这群十分优秀且自律的追梦搭子！ ,0,1,0,北京,北京,北京,中国,自律搭子
21,5012134028645274,木村拓玲,2024-03-15 10:22:16,最近好自律呢🐰 （每天和跳舞搭子一起跳舞 跳完了一起去寻找美食🙈幸福pp） 武汉·大智无界・空中小镇 ,0,3,6,湖北,武汉,湖北,中国,自律搭子
21,5011976814855883,1987年的山鹰,2024-03-14 23:57:33,如果可以选择同居搭子，你愿意跟那种自律但难免沉闷的人一起生活，还是愿意跟超级放松但难免邋遢的人一起？ ,0,3,3,广东,珠海,广东,中国,自律搭子
21,5011973626134769,蒸蛋732016,2024-03-14 23:44:52,有没有大学生搭子啊  一起学习，一起自律，一起分享资源一起成长 因为我知道大学时我们身边的氛围并不好所以我想要创造一个积极上进的圈子。一个人也许可以走的更快，但是一群人可以走的更远。 当一个人缺乏心力的时候，可以一群人一起走！大学生 ,0,1,2,江西,九江,江西,中国,自律搭子
21,5011965723808861,其叶蓁蓁yuu,2024-03-14 23:13:29,考公25年毕业，法学专业，想找几个法考和考公同时准备的双考搭子，建个小群互相交流经验，本人自律性较强 ,0,10,2,重庆,,重庆,中国,自律搭子
21,5011459374845214,美人隔海隔云端,2024-03-13 13:41:26,jimmysea 我就在想，医生如此优秀理智又超级自律自控自制的人，居然能把搭子吻得晕乎乎迷瞪瞪的，也算借助拍戏失控一把吧？这不就是一部现成的霸总失去理智爱上我的剧本吗 ,18,67,1252,云南,昆明,云南,中国,自律搭子
22,5011895387948245,你的桥baby,2024-03-14 18:33:59,自律的人儿最美，明天开始健身，找一个健身搭子吧,0,0,0,浙江,嘉兴,浙江,中国,自律搭子
22,5011752236618213,阿画不喜,2024-03-14 09:05:10,投   陈浚铭的游戏搭子是我远房表弟，他告诉我，陈浚铭要戒掉游戏了，变成自律达人（我这个远房表弟几年才见上一次） ,3,23,43,安徽,合肥,安徽,中国,自律搭子
22,5011754716758773,会飞的章鱼-oo,2024-03-14 09:15:01,每天早上在游泳吗@ohmpawat ？是个狠人，对自己好狠，跟你买点自律可以吗？我太容易给自己找借口了，我也需要像biew这样的健身搭子，如果有人督促我会打败体内那个懒惰的人格#陈炳林##向全世界安利陈炳林# ,0,3,1,湖北,武汉,湖北,中国,自律搭子
22,5011243837950166,以太之光广场,2024-03-12 23:24:58,【投稿】场宝好，不知道能不能投；想找一个考研学习搭子，一个人可能会不太自律；稿主是理工科的，希望学习的时候能相互监督！有不懂的能互相问问那是更好了，休息的时候能一起聊聊天什么的；ff的话在猪区，上线会打打日常，拍拍照修修图这样；再备注一下我是男生，对你的性别没有要求；可以在评论区留言我去找你，谢谢。,0,31,18,湖南,怀化,湖南,中国,自律搭子
22,5011284762821258,AMbabee,2024-03-13 02:07:35,想找一个女生健身搭子，有木有吖？ 有没有宝宝计划撸铁的，要女生，一周最少五天练，一起去健身房锻炼，有吗？坐蹲一个。 本人女，新手，有一丢丢基础。自己练，不请教练。一起去甩汉迎接夏天吖，有吗有吗？有的滴滴吖 #健身房健身##自律##健身搭子# 嘉兴·嘉善 ,0,1,1,浙江,嘉兴,浙江,中国,自律搭子
23,5011211257381280,kkknight0927,2024-03-12 21:15:29,法考 法本法硕找法考搭子，主要是讨论一些遇到的问题，阳光自律的来 ,0,0,0,辽宁,,辽宁,中国,自律搭子
23,5011148473107967,是小程同学ya_,2024-03-12 17:06:01,中国社会科学院大学蹲一个国际法学硕de搭子，本人自律性不是很好，求卷 ,0,1,12,河北,沧州,河北,中国,自律搭子
23,5010759820511205,啥啥都不可用,2024-03-11 15:21:39,bossnoeul  柴哥真的自律 没工作就健身 他俩是不是搭子，好几次都在一起  cr boss 啥啥都不可用的微博视频 ,0,18,51,黑龙江,哈尔滨,黑龙江,中国,自律搭子
23,5010843144291138,送你一朵山茶花O_o,2024-03-11 20:52:45,我的八卦搭子太自律了，下班准时失联，我那被撩起的熊熊的八卦之火啊，要我今晚如何度过 ,0,0,0,云南,,云南,中国,自律搭子
23,5010788583999516,AAA-屎到淋头还想搅便,2024-03-11 17:15:57,我的减脂搭子姐 只比我妈小几岁 心理年龄比我还小 跟她在一起感觉自己都变年轻了 比我自律阳光 还天天在一起鼓励我夸我 这种感觉太好了 每次想到有她我都更有动力了 ,0,1,2,陕西,西安,陕西,中国,自律搭子
24,5010498060030410,元气少女平儿,2024-03-10 22:01:31,#碎碎念#  过年的饭总算暂时告一段落了 饭搭子绝对的长胖标配 一个人可能也就不吃了 但 和搭子一起 竟然腿儿着去日谭吃了个砂锅烙饼 又腿儿着回来 砂锅烙饼倒是还不错…  接下来 好好的自律饮食锻炼 让身体清爽清爽 ,0,4,2,山西,阳泉,山西,中国,自律搭子
24,5010495135025377,DdyjjyD,2024-03-10 21:49:53,考研  找25中医考研搭子，一起进步，自律性稍好点的，互帮互助 中医 ,0,1,1,山西,太原,山西,中国,自律搭子
24,5010348081414335,灭你月亮,2024-03-10 12:05:32,新传考研 蹲一个25的搭子，我考上海的一个985，不撞学校就好啦，要非常非常自律 ,0,3,1,浙江,杭州,浙江,中国,自律搭子
24,5010334406415184,cuco54,2024-03-10 11:11:13,LE 25考研搭子 我考美术 公共课考政治和英语 有没有搭伴一起准备的 资料可以一起分享 平时学不下去了互相打打气 我是entj 还算是比较自律的人 不要三分热度  争取一起上岸！！ ,0,0,1,四川,成都,四川,中国,自律搭子
24,5010107301890111,ginnymma,2024-03-09 20:08:47,减肥有个搭子挺好的，但搭子太自律就有点气人了 我吃鸡胗面，他在我对面吃水煮青菜。吃后我纠结再尝下猪蹄还是炸串卷饼，他还鼓励我都来 ,0,2,1,上海,,上海,中国,自律搭子
25,5009974177039291,鱼儿要上岸冲冲冲,2024-03-09 11:19:47,中级会计24中级会计备考，想要一次上岸，但自律性不好，想要搭子一起备考 共同进步！ ,0,5,2,河南,,河南,中国,自律搭子
25,5009254954305961,开心小冰块___,2024-03-07 11:41:51,好想踢球 也好想打网球 为什么没有搭子#啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊#昨天被一个自律部的女生告了…真的好讨厌气死我了 不过还好有sxr安慰我 我又开心了 ,0,0,0,内蒙古,,内蒙古,中国,自律搭子
25,5009249487028304,湘中彭于晏Dylan,2024-03-07 11:20:07,自从体重到了136开始短暂放纵 五吨烧烤+三顿烤肉 成功回到138 读书和健身真的是一放松 就啥也不想干 什么时候我才能成为自己的 自律搭子 ,0,0,0,湖南,娄底,湖南,中国,自律搭子
26,5009222636406372,走吧伊敏去你想去的远方,2024-03-07 09:33:26,成毅 淇淇，我以前的一个游戏搭子，现在非常的自律又刻苦，认真的不像我曾经认识的那个人了。我好羡慕呀，但是我还是一天天摆烂，我还有得救吗 ,1,5,1,陕西,西安,陕西,中国,自律搭子
26,5009078479225951,唯物主义壮士王喜凤,2024-03-07 00:00:36,对于我这种自律性差的人来说，有个搭子互相监督，简直是再好不过的事了 ,0,14,2,湖南,,湖南,中国,自律搭子
26,5009027535211845,爱吃食物的胡琴,2024-03-06 20:38:10,聊城大学聊城大学有没有一起考公的搭子，想找个自律性强的一起学，可以一起分享经验啥的 ,0,1,1,山东,聊城,山东,中国,自律搭子
26,5008964263610997,是栗梨子,2024-03-06 16:26:45,我的健身搭子沉迷搓麻，剩我一人自律中😬 苏州·乐刻健身(世茂广场店) ,0,2,9,江苏,苏州,江苏,中国,自律搭子
26,5008883472664179,柠檬饱饱洁_,2024-03-06 11:05:43,考公 蹲一个16号的赣州考公搭子，希望能够互相督促提高自律性，分享做题方法经验，互相加油打气。最好是女孩子👧🏻 ,0,0,2,江西,赣州,江西,中国,自律搭子
28,5008622157303606,减肥减肥嘤嘤嘤,2024-03-05 17:47:21,家常菜好吃，养人又容易自律，真是减肥的好搭子 ,0,0,0,江苏,南通,江苏,中国,自律搭子
28,5008597878050155,平平想兮兮,2024-03-05 16:10:52,刷到就是赚到，自律是自信的搭子,0,0,0,重庆,重庆,重庆,中国,自律搭子
28,5008365862783115,小咸鱼饼,2024-03-05 00:48:55,朋友圈分号  3.5号背单词打卡完成  自律的第一天 从有个好搭子一起 @就吃一小口_0  ,0,3,1,河南,洛阳,河南,中国,自律搭子
28,5008328807681824,你应如晦暗中斑斓渺小却照彻河山,2024-03-04 22:21:41,有点想法但没啥执行力 所以需要找个执行力强的搭子 疲惫摆烂姐能靠所剩无几的个人意志变身超级自律女强人吗 ,0,0,0,新加坡,,新加坡,新加坡,自律搭子
28,5008133875042168,工商秘密,2024-03-04 09:27:05,1、秘密，寻求一个学习搭子，考研考公都可，互相督促，早起自律，来个女生宝宝 2、求一个大三的同学帮忙抢书架，或者你抢你自己的，可以让我放一点书放到五月左右，有偿 ,0,4,2,重庆,重庆,重庆,中国,自律搭子
28,5008006876234209,臭妹妹吃糖嗎,2024-03-04 01:02:26,缺个搭子 #健身##体育生##自律#健身 漳州·闽南师范大学 ,0,1,8,福建,漳州,福建,中国,自律搭子
28,5008003736797331,AiciroudeBIGjiajiA丶,2024-03-04 00:49:57,小红书刷到一个有点尺度有点刺激的瓜想分享给搭子，结果微信跳转到工作号，一下感受到暧昧升温即将爆发，女开始翻旧账，男立刻无兴致即刻萎靡颓唐。  22点打车去live house，路遇骑友，感觉自己好不自律，既不步行运动还要去喝酒…所以没喝。  创建了一种很新颖的夜场穿搭风格，睡衣风。 ,0,2,1,河北,石家庄,河北,中国,自律搭子
28,5007974239832221,收到横财多多,2024-03-03 22:52:45,想找个减肥的搭子，一个人减肥自律太难了 ,0,0,0,湖南,衡阳,湖南,中国,自律搭子
28,5007973694837561,球伟的彩虹跳跳糖,2024-03-03 22:50:35,自律的美女羊羊！你的健身搭子好像喜欢你，你要不问问他呢,0,0,1,广东,广州,广东,中国,自律搭子
29,5007632616395531,玻璃心的90后老阿姨,2024-03-03 00:15:16,纪念一下近几年里为数不多的一次疯狂 P.S搭子很重要 #心情日记##自律# ,0,1,0,甘肃,兰州,甘肃,中国,自律搭子
29,5007267149643982,雪雁0000,2024-03-02 00:03:01,森林驿站生活就是这样，别人只看结果，自己独撑过程，面对生活，我们除了坚强，就是继续，别无选择路可以回头看，但不可以回头走!真正决定一个人成就的也不是运气，而是严格的自律和高强度的付出成功的秘密，根本就不是秘密，那就是不停地做。简单的事情重复做，重复的事情用心做，如果你真的努力了，目标明确了，你会发现自己比想象的更加优秀#上班搭子离职了比分手还难受# 雪雁0000的微博视频,2,72,100,四川,乐山,四川,中国,自律搭子
29,5006662566152934,泥老师啊,2024-02-29 08:00:38,健身搭子Elog｜肉桂苹果吐司🆚黑松露湿炒牛河Brunch家族新成员：苹果肉桂吐司🍞真的香迷糊了，简单快手一定要试试！自己做的黑松露湿炒牛河也是不输外面的口味！运动和饮食对于保持30+的好状态是缺一不可的，而高效“自律”就尤为重要了！早睡早起 吃得饱想的少 动的多不内耗好好吃饭，改天见～运动打卡#春日热练计划##情侣日常##好好吃饭# 泥老师啊的微博视频,7,21,141,北京,北京,北京,中国,自律搭子
29,5007420131115487,春霞依旧,2024-03-02 10:10:55,考研找考研搭子，本人上游985毕业，临医专业306，要考985院校，今年没有上第一志愿不甘心，想要再来一年。想找个一起考研的研友互相打卡互相督促。（就是你不学我真的会骂你那种，你对我也一样）最好也是考306的，如果不是那考英语一的其他专业也可以。希望你的自律性很强，我们一起督促监督，坚持三百天，成功上岸。,0,6,8,内蒙古,通辽,内蒙古,中国,自律搭子
29,5007257073092283,渔樵谈法硕,2024-03-01 23:22:59,📬1️⃣蹲一蹲法本复试搭子 复试范围大概是马工程民法和考试分析 可以每天或隔天开腾讯会议互相提问纠正 走完整复试流程📬2️⃣hello，蹲一个自律高效的法硕复试搭子，互相鼓励，后期可以一起提问问题 练习面试，限女生，我在平仑区捞人，谢谢～【如果你也有找研友的需求，欢迎带着你的个人备考情况和要求等平仑或投稿】#学友互助##法硕复试#,0,27,8,江苏,,江苏,中国,自律搭子
29,5007104263854176,RIGHTEST瑞特,2024-03-01 13:15:47,搭子备齐，开“薪”无忧！#VIKpro开薪季#小V和瑞特联合7家好友，助你速速涨薪！3月15日揪2位开“薪”锦鲤随机获得开”薪“礼【VIKpro辅酶q10 15粒】或【瑞特蓝牙血糖仪套装】哦~锁定@RIGHTEST瑞特 @VIKpro ，锁定更多活力好运！自律搭子 @RIGHTEST瑞特 智能控糖 自在乐活休假搭子 @Fjorda 专注做鱼油 ，只做好鱼油摸鱼搭子 @刺力王0脂肪高维C，好喝又解腻  变美搭子 @美卿怕过敏 用美卿能量搭子 @蕈龙能量 0脂肪0蔗糖，自然健康午餐搭子 @蘑赞 珍稀菌菇，营养超赞健康搭子 @奥圆圆医疗圆自美好，温暖生命#小V的养生碎碎念##瑞特血糖仪#健康 抽奖详情,75,40,32,江苏,苏州,江苏,中国,自律搭子
30,5007086845166392,练字-青宇,2024-03-01 12:06:34,#studyaccount[超话]# 找个搭子 我是男生。 有没有特别自律的，咱们一起早七晚11，行不行！！ 就打打微信和我说就行，我真的很需要动力。我也自律，但有时候真的缺少动力，会累！ ,0,0,0,安徽,马鞍山,安徽,中国,自律搭子
30,5007064527016112,超级赛亚人me,2024-03-01 10:37:53,自律的寒假结束了，新增羽毛球技能春天见，我的羽毛球搭子。 ,0,0,0,辽宁,大连,辽宁,中国,自律搭子
30,5006806534062561,香香美食,2024-02-29 17:32:42,看自律小编只吃一口！去老店里先吃“一口”米皮，再吃“一口”麻辣烫，一个青椒牛肉饼下肚，真香！砂锅麻辣烩面必须尝尝啊~这么吃越来越shou?，不能他一个人shou，快分享给你的饭搭子！#郑州宝藏小馆##砂锅麻辣烩面##米皮# 香香美食的微博视频 ,0,1,7,,郑州,河南,中国,自律搭子
30,5006677261422545,小关同学yyy,2024-02-29 08:59:01,饭搭子都开始自律了，有种被迫减脂的感觉 ,0,0,0,吉林,,吉林,中国,自律搭子
31,5006701009568745,渔樵谈法硕,2024-02-29 10:33:23,📬1️⃣找几个高效率学习 自律的姐妹一起打卡 弄个个位数的小qun 互相监督 严格高效率学习 最好是冲五院四系 名校的 我在平仑区捞人 谢谢📬2️⃣找一个复试搭子一起练习口语复试之类的，本人考的山东法本法硕📬3️⃣有无苏州大学法学院本科生或者研究生，能否求一份行政法的ppt或者期末重点。可有偿，谢谢~【如果你也有找研友的需求，欢迎带着你的个人备考情况和要求等平仑或投稿】#学友互助##法硕复试#,0,48,16,江苏,南京,江苏,中国,自律搭子
31,5006122941416101,Ginnnns,2024-02-27 20:16:21,文学考研 找现当代复试研友搭子，大家可以一起互相提问面试问题，需要自律一点的友友，因为我不够自律 ,0,1,0,广西,崇左,广西,中国,自律搭子
31,5006100770852573,快乐期待且愚蠢,2024-02-27 18:48:15,每当不自律想要找搭子打卡时 会及时制止自己的想法 因为 讨厌和人建立联系 ,0,0,0,山东,烟台,山东,中国,自律搭子
31,5006097460758276,叭虾-K,2024-02-27 18:35:06,好难过，我那话少又自律的逃跑搭子，你走了之后谁跟我一起溜集体活动 ,0,0,0,湖北,武汉,湖北,中国,自律搭子
31,5005967974990061,纯甄,2024-02-27 10:00:34,如何快速让健康恢复至节前状态?小甄和健康搭子@Keep 还有@王饱饱和饱贝们 来给大家送攻略啦[好运超崽]一杯0添加剂的好酸奶，搭配巴西莓粉“加分条”，自制一杯健康轻负担的酸奶碗再搭配上运动管理，关注心率高效运动，成分党和健身党通通满足，开启健康自律新一年~截链接网页链接一起拥抱纯真生活吧~,3,14,41,北京,,北京,中国,自律搭子
32,5005921316505086,罐装石头,2024-02-27 06:55:10,啊 我真太堕落了 好想要一个自律搭子 ,0,0,0,英国,,英国,英国,自律搭子
32,5005442423718496,你的王靖惠,2024-02-25 23:12:13,出去玩的快乐之一就是促进自律吧 和小佳定好旅游方案后 年前当了一个月自律女孩 有旅游搭子真是太好辣 要继续！努力加油冲！ ,0,10,29,福建,厦门,福建,中国,自律搭子
32,5005611865473862,Juliette吖,2024-02-26 10:25:31,连煮了一周的鸡蛋 我终于能把握好火候时间，完美煮熟鸡蛋了～ 鸡蛋搭子 丹东利民蒜蓉辣酱 麻麻再也不担心我不吃蛋黄了～ 这紫色帽子 不伦不类 但是我怪喜欢的～ 早起爬楼 游泳 自律的人可太多了  杭州·九堡 ,0,6,2,浙江,杭州,浙江,中国,自律搭子
32,5005285171921240,跑步大陆,2024-02-25 12:47:21,跑步 #跑步搭子# 孤独跑者也想找个跑步搭子！ #运动 #跑步 #户外 #自律 #汗水不会辜负你 ,0,0,0,甘肃,定西,甘肃,中国,自律搭子
32,5005060448981515,IMs-twin-sis,2024-02-24 21:54:23,嘻嘻我吃了三个 自律搭子🤝,0,1,0,北京,,北京,中国,自律搭子
34,5003119260075459,月m豆豆,2024-02-19 13:20:48,开始自律了～还有个姐妹搭子，非常完美！！那就6月份见了！！ ,0,1,0,黑龙江,大庆,黑龙江,中国,自律搭子
34,5002864429367738,曦林书坊,2024-02-18 20:28:10,好朋友 @爱立熊 放大招啦，曦林也来好运接龙！即日起至2024年2月19日，带话题 #今天你律了吗# 转发此微博，在评论区分享你的新年Flag或聊聊你的自律搭子，就有机会获得爱立熊为大家精心准备的新春礼，曦林也将在评论区揪一位宝宝送出爱立熊帆布包一份，越自律越自由～,654,93,55,广东,潮州,广东,中国,自律搭子
34,5002806329606973,Palette__w,2024-02-18 16:37:19,一笑而过考研数学周洋鑫 蹲一个25税务搭子，英二， 396，自律一点的 ,0,15,1,安徽,安庆,安徽,中国,自律搭子
34,5002752231741847,高等小阎,2024-02-18 13:02:21,求一个长期普拉提搭子 本人是自律能坚持的摩羯 不多说了 朋友推荐的老师 上课地点在南开区  还没去试课 可以一起 太久没动了 真的很想动起来 #普拉提##健身# 天津 ,0,5,1,天津,天津,天津,中国,自律搭子
34,5002493468346112,考研的网球猫,2024-02-17 19:54:07,法硕非法学 蹲几个考研搭子，欢迎有自律的友友来 ,0,2,3,安徽,淮南,安徽,中国,自律搭子
35,5002053802003435,国产跑鞋进步之路,2024-02-16 14:47:03,跑步 #跑步搭子# 郑州跑步搭子的自律与坚持 国产跑鞋进步之路的微博视频 ,0,0,0,浙江,杭州,浙江,中国,自律搭子
35,5002018098251118,数码老友,2024-02-16 12:25:10,#贾玲14年前曾找减肥搭子#减肥要有毅力，还是要靠自己自律，确实不是一件容易的事 ,0,0,0,江西,抚州,江西,中国,自律搭子
35,5001969158062715,尹净含量超标,2024-02-16 09:10:42,#贾玲14年前曾找减肥搭子#减肥要有毅力，还是要靠自己自律，古人云“世上无难事，只怕有心人” ,0,0,2,湖北,潜江,湖北,中国,自律搭子
35,5001942662907807,秦义,2024-02-16 07:25:25,#贾玲14年前曾找减肥搭子#有人说：贾玲减肥其实靠的不是自律，而是他律。他律就是，有计划，有代价，有监督。先拍胖的时候，然后一帮人等着她瘦了，#启智问道#再拍后半段，你瘦不下来试试，也就是减肥本质。她从一个大家喜欢的喜剧演员到一个励志减肥的人，我从她身上学到了很多。,0,2,5,湖北,武汉,湖北,中国,自律搭子
35,5001823622531733,西蒙佩吉SimonPeggUSS太空甜筒号,2024-02-15 23:32:24,昨天，西萌的健身教练尼克·洛尔发了这张合影来祝西萌生日快乐。另外从他的话来看，昨天西萌也没有松懈，他们依旧进行了日常的健身训练。  自律的西萌聚聚真是了不起！！  西蒙佩吉 simonpegg  #SimonPegg[超话]# #SimonPegg[超话] # #健身# #健身搭子# #合影# ,0,1,5,北京,北京,北京,中国,自律搭子
35,5001787909604034,娜纸叽,2024-02-15 21:10:29,#贾玲14年前曾找减肥搭子# 哈哈哈哈但是感觉试图找让自己变自律的搭子大部分都没什么卵用，，， ,0,0,1,广东,汕头,广东,中国,自律搭子
36,5001786123884587,买家张俊,2024-02-15 21:03:23,#贾玲14年前曾找减肥搭子# 贾玲去年成功减重100斤，也不是找了减肥搭子减下来的吧？还是要靠自律啊。我去年10月初是87.2公斤，10月26日开始减肥，第一个月减了10斤，到82公斤，第2个月好像减了8斤，后来就慢下来了，到腊月25那天早上，回老家之前秤的是76公斤。过年这十来天，感觉自己又胖了六斤左右。我老家没有体重秤，走亲戚的时候穿衣服秤了有82公斤，如果只穿秋衣应该在79公斤多。明天回武汉又要开始减肥了，希望自己2024年能减到67公斤，并且保持下去吧，因为贾玲的成功会成为很多人的减肥动力。#贾玲 如果走位错了就把我打到那#,10,23,17,湖北,武汉,湖北,中国,自律搭子
36,5001781845166362,用户7878870195,2024-02-15 20:46:23,#贾玲14年前曾找减肥搭子#人哪，就是不能一直当好孩子，一直自律你的自律就是应当应分的 ,0,0,0,北京,,北京,中国,自律搭子
36,5000887623223168,欧巴的猪咪,2024-02-13 09:33:04,国考寻国考面试搭子，本人面试分数中等以上，希望找一个自律、有冲劲 ，有过面试经验且取得过不错的面试经验。注明：拒绝小白， ,0,2,0,新疆,巴音郭楞,新疆,中国,自律搭子
37,5000670266264989,开心市民小迪迪,2024-02-12 19:09:22,看完热辣滚烫，想要进健身房锻炼的心已经到达了顶峰。年后真的要自律起来了，社恐的我想要去健身房怎么开始都是个难题，想问问有没有健身小白一起健身的健身搭子可以一起的#健身房健身# 淄博·高青 ,0,3,0,山东,淄博,山东,中国,自律搭子
37,5000624023801446,Enron星,2024-02-12 16:05:37,#文俊辉黄仁俊爬山搭子#不愧是我们自律健康的模范爱豆文俊辉啊！过年活动居然是爬山辉辉明年和好朋友回家爬山吧，长白山华山泰山甚至珠穆朗玛任你挑啊 ,0,30,135,陕西,延安,陕西,中国,自律搭子
37,4999555804562047,比空白更空白的洁白,2024-02-09 17:20:54,除夕夜文案🔥｜公主挑一句去点亮你的除夕夜|||#我会被文字打动[话题]# 🧨Happy New Year🎆 愿新的一年 仍有阳光满路温暖如初 - 👧🏻我是Monstar，00后狮子座女孩 🍒分享个人提升|自律养成|成长干货 ✨期待和你做成长搭子，一起逆袭哇! ,2,0,3,江西,九江,江西,中国,自律搭子
37,4999234045349241,糕冷小康,2024-02-08 20:02:20,#和邓为开启新年全糖模式# #春节搭子#   精致背后的坚韧与自律 才是这世上最好看的风景🏞️  @邓为D ,1,3,7,安徽,淮南,安徽,中国,自律搭子
38,4999207558319952,陈平今年要戒酒,2024-02-08 18:17:05,寻在职法考搭子，最好能三人建群，互相监督自律的来#法考##在职法考# ,0,3,1,西藏,阿里,西藏,中国,自律搭子
38,4998927994324021,爱栗子的爱丽丝,2024-02-07 23:46:12,从尔滨回来后就没有自律过一点 和sa宝成为互相督促的搭子！！ 明天起一定找回有规律的生活！！！ ,0,3,2,广东,深圳,广东,中国,自律搭子
38,4998746490276833,snailfish,2024-02-07 11:44:58,邓为#邓为0226生日快乐# 春节搭子                   努力做一个清醒，                  自律，坦荡的人。   @邓为D ,1,3,6,浙江,嘉兴,浙江,中国,自律搭子
38,4998565204069628,不拿拿香蕉猫,2024-02-06 23:44:36,#和邓为开启新年全糖模式#💎#春节搭子#   在繁华中自律，在落魄中自愈，谋生的路上，不抛弃良知，谋爱的路上，不丢失尊严。加油  @邓为D ,1,248,20,上海,上海,上海,中国,自律搭子
39,4998156313695070,lucky莉77,2024-02-05 20:39:49,邓为#和邓为开启新年全糖模式# #春节搭子#   不要找一个对你好的人，一定要找个本身就很好的人 。  什么是本身就很好的人？  情绪稳定，自律，勤奋，善良，以事业为重，有赚钱的能力。  @邓为D ,2,2,4,四川,甘孜,四川,中国,自律搭子
39,4998149300556179,小溪的新生活,2024-02-05 20:11:57,侯明昊 #侯明昊赵远舟# #侯明昊大梦归离# #春节搭子#   这萌幼的表情，这锻炼控制得当的精壮身型，侯明昊真的超级自律，仿佛看见了想象中那个常年静坐练手风琴的小小少年！cr：logo ,0,4,4,黑龙江,绥化,黑龙江,中国,自律搭子
39,4998121642001660,小艺不放弃-,2024-02-05 18:22:03,考研25考研，教育学311，英一，不是很自律，找一个考研搭子，互相督促，坚持下去一定，真心来 ,0,14,2,江苏,淮安,江苏,中国,自律搭子
39,4997918417486342,万人追不如一人疼1798,2024-02-05 04:54:30,找摄影搭子，健身搭子，男女不限，自律优先 ,0,0,0,陕西,西安,陕西,中国,自律搭子
40,4997834734575914,Doge旺仔,2024-02-04 23:21:59,#自律给我自由# 大学牲寻找健身搭子 天水·动鸣健身(五里铺店) ,0,1,0,甘肃,天水,甘肃,中国,自律搭子
40,4997822953033185,喃-生活,2024-02-04 22:35:10,43   胸，没有搭子练不爽。   这大雪真滑，电耗子甩一路屁股。   下次要换带涡轮增鸭的电耗子。   #健身##自律##今日大雪##练胸日# ,0,0,0,山东,临沂,山东,中国,自律搭子
40,4997729782072327,为为为什么吖嘞,2024-02-04 16:24:56,#和邓为开启新年全糖模式# 💎#春节搭子#  过好自律的生活，美好才会不期而遇  @邓为D ,0,12,17,广西,河池,广西,中国,自律搭子
